	Code	Name	ROE	PM	EY	ROE_Rank	PM_Rank	Total_Rank
0	090470	제이스텍	-0.81	-1.3097345132743363	-0.003893131591254275	1677.0	1724.0	3401.0
0	032620	유비케어	-1.54	-0.832282471626734	0.01574016283108505	1713.0	1694.0	3407.0
0	053030	바이넥스	-1.94	-0.4705882352941176	-0.007608185327540968	1736.0	1678.0	3414.0
0	005160	동국산업	-1.3	-1.3001383125864454	-0.03842967989693245	1698.0	1723.0	3421.0
0	327260	RF머트리얼즈	-1.53	-1.1879699248120301	-0.0	1710.0	1714.0	3424.0
0	199290	바이오프로테크	-3.45	-0.0	0.06674244715353891	1800.0	1628.0	3428.0
0	317830	에스피시스템스	-1.54	-1.2969283276450512	-0.0031936760105110264	1713.0	1721.0	3434.0
0	900270	헝셩그룹	-0.26	-2.3419203747072603	-0.004761123710895998	1649.0	1785.0	3434.0
0	059270	해성에어로보틱스	-1.93	-0.8798017348203222	-0.018946697508521907	1735.0	1699.0	3434.0
0	239610	에이치엘사이언스	-1.33	-1.4463981849120815	-0.049080543887613494	1702.0	1734.0	3436.0
0	107600	새빗켐	-1.86	-0.9029850746268657	-0.030042623738822917	1733.0	1705.0	3438.0
0	171090	선익시스템	-2.76	-0.4035087719298246	0.023221740661158802	1768.0	1673.0	3441.0
0	067630	HLB생명과학	-2.57	-0.5449330783938815	-0.019886306818344156	1761.0	1681.0	3442.0
0	004990	롯데지주	-0.79	-2.0862422997946615	0.03256073751363742	1676.0	1772.0	3448.0
0	238170	엔에스엠	-1.02	-1.8651362984218076	-0.12345530832105925	1686.0	1762.0	3448.0
0	434190	탈로스	-2.67	-0.780952380952381	-0.010155570647861935	1764.0	1692.0	3456.0
0	123750	알톤	-1.36	-1.727328809376928	0.021564162038535405	1704.0	1753.0	3457.0
0	003240	태광산업	-0.46	-2.580434782608696	-0.0700013803089075	1663.0	1795.0	3458.0
0	004410	서울식품	-2.08	-1.2195121951219512	0.008841735064364295	1741.0	1717.0	3458.0
0	228670	레이	-1.76	-1.452455590386625	0.022849190696648602	1727.0	1735.0	3462.0
0	019440	세아특수강	-0.82	-2.320644216691069	0.020907564868043065	1679.0	1784.0	3463.0
0	096630	에스코넥	-1.7	-1.5531660692951015	0.04455399454880763	1722.0	1742.0	3464.0
0	008970	동양철관	-1.78	-1.4806378132118452	0.013206785910736653	1728.0	1738.0	3466.0
0	108860	셀바스AI	-2.74	-0.9017857142857143	0.0131305885065717	1766.0	1703.0	3469.0
0	206560	덱스터	-2.88	-0.7662835249042145	-0.0	1778.0	1691.0	3469.0
0	226340	본느	-2.39	-1.1705685618729096	0.05500215002472207	1757.0	1713.0	3470.0
0	160600	이큐셀	-2.52	-1.1935483870967742	0.004108942445529548	1759.0	1715.0	3474.0
0	019990	에너토크	-2.07	-1.4634146341463417	-0.014827164683670678	1740.0	1737.0	3477.0
0	009160	SIMPAC	-1.09	-2.4146341463414633	0.02461796436162805	1690.0	1787.0	3477.0
0	085660	차바이오텍	-2.94	-0.88339222614841	-0.004806701214431087	1783.0	1700.0	3483.0
0	323280	태성	-4.48	-0.14893617021276595	-0.0007197860549061029	1839.0	1647.0	3486.0
0	036480	대성미생물	-1.78	-1.7917917917917918	-0.011117817096026175	1728.0	1759.0	3487.0
0	002710	TCC스틸	-3.57	-0.6004056795131846	0.007103120080067878	1803.0	1685.0	3488.0
0	086820	바이오솔루션	-2.91	-1.0379918588873813	-0.030097307001319826	1781.0	1709.0	3490.0
0	096770	SK이노베이션	-1.31	-2.5152027027027026	0.021196183369787156	1700.0	1791.0	3491.0
0	012200	계양전기	-1.02	-2.8332260141661303	-0.027901522420815644	1686.0	1806.0	3492.0
0	214680	디알텍	-3.1	-0.9006211180124223	-0.0003277459208742688	1790.0	1702.0	3492.0
0	039010	현대에이치티	-1.41	-2.4705882352941173	-0.009499072356215213	1706.0	1789.0	3495.0
